Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
918,CA-2018-536344,03/05/2018,05/05/2018,Standard Class,AA-81166,Customer AA-81166,Corporate,United States,San Francisco,California,32450,South,OFF-PA-39699079,Office Supplies,Paper,Paper Item 48,94.11
919,CA-2018-834755,12/12/2018,15/12/2018,Same Day,AA-16253,Customer AA-16253,Home Office,United States,Chicago,Washington,53381,East,FUR-CH-75126794,Furniture,Chairs,Chairs Item 40,1564.5
920,CA-2015-636176,07/10/2015,08/10/2015,First Class,CC-82765,Customer CC-82765,Corporate,United States,Chicago,Illinois,97797,East,OFF-LA-35098612,Office Supplies,Labels,Labels Item 100,36.66
921,CA-2017-343654,19/12/2017,22/12/2017,Second Class,DD-22766,Customer DD-22766,Corporate,United States,Houston,New York,40260,East,OFF-FA-91155230,Office Supplies,Fasteners,Fasteners Item 78,178.06
922,CA-2016-949029,03/05/2016,06/05/2016,Second Class,AA-92502,Customer AA-92502,Consumer,United States,Los Angeles,Pennsylvania,26695,Central,TEC-AC-12018048,Technology,Accessories,Accessories Item 63,738.38
923,CA-2016-284277,29/11/2016,03/12/2016,Standard Class,AA-83890,Customer AA-83890,Corporate,United States,Los Angeles,Illinois,12963,East,FUR-CH-35149912,Furniture,Chairs,Chairs Item 33,485.71
924,CA-2018-392739,30/12/2018,31/12/2018,Second Class,DD-30746,Customer DD-30746,Home Office,United States,New York City,New York,46336,South,TEC-CO-44404845,Technology,Copiers,Copiers Item 85,816.46
925,CA-2017-264539,30/05/2017,05/06/2017,Same Day,BB-93746,Customer BB-93746,Corporate,United States,Philadelphia,Texas,82027,South,TEC-CO-99695028,Technology,Copiers,Copiers Item 27,300.06
926,CA-2016-780053,02/01/2016,03/01/2016,Standard Class,CC-33114,Customer CC-33114,Corporate,United States,Los Angeles,Pennsylvania,10927,East,FUR-CH-18887201,Furniture,Chairs,Chairs Item 29,161.64
927,CA-2018-678190,11/11/2018,14/11/2018,Same Day,BB-89110,Customer BB-89110,Corporate,United States,New York City,Texas,46292,South,FUR-CH-91693431,Furniture,Chairs,Chairs Item 79,910.74
928,CA-2015-892642,11/11/2015,13/11/2015,First Class,AA-79739,Customer AA-79739,Home Office,United States,Seattle,Washington,72567,West,TEC-AC-57129342,Technology,Accessories,Accessories Item 29,1097.16
929,CA-2018-383978,20/07/2018,23/07/2018,Same Day,AA-48141,Customer AA-48141,Consumer,United States,San Francisco,Pennsylvania,66784,West,OFF-AP-65835490,Office Supplies,Appliances,Appliances Item 60,178.66
930,CA-2016-303006,25/09/2016,26/09/2016,Standard Class,CC-99947,Customer CC-99947,Home Office,United States,Chicago,Texas,46134,Central,TEC-MA-56292297,Technology,Machines,Machines Item 42,613.43
931,CA-2018-766084,21/04/2018,23/04/2018,First Class,CC-19507,Customer CC-19507,Consumer,United States,Chicago,Washington,63835,East,FUR-FU-52994134,Furniture,Furnishings,Furnishings Item 85,157.16
932,CA-2016-258428,28/10/2016,29/10/2016,First Class,AA-22058,Customer AA-22058,Consumer,United States,Los Angeles,Washington,14797,South,OFF-AR-67422306,Office Supplies,Art,Art Item 41,18.09
933,CA-2018-336134,30/11/2018,01/12/2018,Second Class,DD-80047,Customer DD-80047,Corporate,United States,Seattle,Pennsylvania,20413,Central,OFF-FA-31495339,Office Supplies,Fasteners,Fasteners Item 95,280.75
934,CA-2016-253282,15/02/2016,19/02/2016,First Class,DD-90384,Customer DD-90384,Corporate,United States,Seattle,California,64682,East,OFF-FA-74327475,Office Supplies,Fasteners,Fasteners Item 30,137.31
935,CA-2018-579618,01/08/2018,07/08/2018,First Class,AA-22493,Customer AA-22493,Home Office,United States,New York City,Illinois,50506,East,FUR-FU-18764250,Furniture,Furnishings,Furnishings Item 86,962.47
936,CA-2017-493716,23/04/2017,25/04/2017,First Class,AA-11629,Customer AA-11629,Consumer,United States,Houston,Illinois,86530,Central,TEC-CO-72612751,Technology,Copiers,Copiers Item 66,852.51
937,CA-2017-379349,07/04/2017,09/04/2017,First Class,CC-33842,Customer CC-33842,Corporate,United States,Houston,New York,43356,East,TEC-MA-27115048,Technology,Machines,Machines Item 52,2586.35
938,CA-2017-621406,11/08/2017,12/08/2017,Same Day,DD-24495,Customer DD-24495,Consumer,United States,San Francisco,New York,22164,Central,FUR-BO-51551113,Furniture,Bookcases,Bookcases Item 98,271.44
939,CA-2017-911132,30/12/2017,31/12/2017,Same Day,DD-92898,Customer DD-92898,Consumer,United States,Houston,Washington,41129,East,TEC-CO-19824075,Technology,Copiers,Copiers Item 17,597.75
940,CA-2016-489592,26/05/2016,28/05/2016,Same Day,BB-24414,Customer BB-24414,Home Office,United States,Houston,Illinois,18744,West,FUR-BO-19766842,Furniture,Bookcases,Bookcases Item 58,107.2
941,CA-2016-765231,19/11/2016,25/11/2016,Same Day,DD-19353,Customer DD-19353,Corporate,United States,San Francisco,New York,47698,South,TEC-CO-95909398,Technology,Copiers,Copiers Item 65,235.46
942,CA-2018-920449,27/12/2018,30/12/2018,First Class,BB-17731,Customer BB-17731,Home Office,United States,Chicago,Washington,85002,West,FUR-FU-15106855,Furniture,Furnishings,Furnishings Item 86,197.65
943,CA-2015-683303,26/03/2015,29/03/2015,Same Day,DD-61306,Customer DD-61306,Home Office,United States,San Francisco,Pennsylvania,92780,South,FUR-BO-16244375,Furniture,Bookcases,Bookcases Item 59,487.21
944,CA-2016-627742,23/07/2016,28/07/2016,Same Day,CC-22567,Customer CC-22567,Home Office,United States,San Francisco,California,24935,West,OFF-BI-99298720,Office Supplies,Binders,Binders Item 2,195.14
945,CA-2015-525752,26/09/2015,01/10/2015,Same Day,DD-77807,Customer DD-77807,Consumer,United States,Philadelphia,Washington,35417,West,TEC-CO-21981626,Technology,Copiers,Copiers Item 66,113.16
946,CA-2015-779517,27/08/2015,30/08/2015,Second Class,AA-72630,Customer AA-72630,Corporate,United States,New York City,Texas,76459,South,FUR-FU-27297534,Furniture,Furnishings,Furnishings Item 3,509.56
947,CA-2015-344528,10/02/2015,14/02/2015,First Class,AA-93612,Customer AA-93612,Home Office,United States,Chicago,New York,23536,Central,TEC-CO-61792675,Technology,Copiers,Copiers Item 97,292.71
948,CA-2018-689892,11/05/2018,15/05/2018,Second Class,BB-69731,Customer BB-69731,Corporate,United States,Houston,Washington,81593,East,TEC-CO-85951594,Technology,Copiers,Copiers Item 5,180.71
949,CA-2016-135549,18/01/2016,21/01/2016,Same Day,AA-29245,Customer AA-29245,Consumer,United States,Houston,Texas,48613,South,TEC-PH-72056614,Technology,Phones,Phones Item 92,428.61
950,CA-2018-376363,17/10/2018,21/10/2018,Standard Class,CC-17372,Customer CC-17372,Consumer,United States,Los Angeles,Pennsylvania,34692,Central,TEC-MA-33221776,Technology,Machines,Machines Item 35,1304.3
951,CA-2018-864770,28/10/2018,30/10/2018,Second Class,CC-75259,Customer CC-75259,Corporate,United States,Los Angeles,California,65428,South,OFF-PA-61637692,Office Supplies,Paper,Paper Item 97,92.41
952,CA-2018-850975,31/01/2018,03/02/2018,Same Day,AA-51355,Customer AA-51355,Corporate,United States,San Francisco,Illinois,15984,Central,OFF-LA-52083066,Office Supplies,Labels,Labels Item 47,31.14
953,CA-2017-539097,11/02/2017,12/02/2017,Standard Class,CC-96406,Customer CC-96406,Corporate,United States,Philadelphia,California,43133,South,OFF-LA-70466513,Office Supplies,Labels,Labels Item 52,34.57
954,CA-2015-411251,06/04/2015,09/04/2015,Same Day,DD-70254,Customer DD-70254,Home Office,United States,San Francisco,California,36018,Central,TEC-AC-31380839,Technology,Accessories,Accessories Item 52,395.24
955,CA-2015-847349,22/02/2015,24/02/2015,First Class,AA-36431,Customer AA-36431,Corporate,United States,Philadelphia,Pennsylvania,71676,Central,OFF-AR-67465998,Office Supplies,Art,Art Item 22,118.63
956,CA-2015-546390,01/12/2015,06/12/2015,First Class,BB-94897,Customer BB-94897,Corporate,United States,New York City,Washington,98451,West,FUR-FU-33287701,Furniture,Furnishings,Furnishings Item 12,802.73
957,CA-2015-345284,01/12/2015,07/12/2015,Second Class,AA-19299,Customer AA-19299,Corporate,United States,Philadelphia,New York,30532,East,TEC-CO-54090882,Technology,Copiers,Copiers Item 57,444.67
958,CA-2016-743517,27/02/2016,01/03/2016,Standard Class,CC-92081,Customer CC-92081,Corporate,United States,Houston,California,12598,South,TEC-AC-70208366,Technology,Accessories,Accessories Item 8,1061.14
959,CA-2017-902160,31/10/2017,01/11/2017,First Class,BB-57893,Customer BB-57893,Corporate,United States,New York City,California,22283,Central,FUR-TA-35359788,Furniture,Tables,Tables Item 51,311.11
960,CA-2016-440383,01/07/2016,03/07/2016,First Class,CC-45125,Customer CC-45125,Corporate,United States,Los Angeles,Illinois,72418,East,FUR-FU-75528518,Furniture,Furnishings,Furnishings Item 32,412.07
961,CA-2015-603175,20/03/2015,23/03/2015,Second Class,AA-78053,Customer AA-78053,Consumer,United States,San Francisco,Texas,13889,South,TEC-PH-22545309,Technology,Phones,Phones Item 48,454.16
962,CA-2015-621865,21/02/2015,26/02/2015,Second Class,CC-49279,Customer CC-49279,Consumer,United States,San Francisco,Washington,88048,West,OFF-AR-13420942,Office Supplies,Art,Art Item 77,17.73
963,CA-2017-985258,14/02/2017,16/02/2017,Second Class,CC-28245,Customer CC-28245,Consumer,United States,Philadelphia,Illinois,25916,West,OFF-PA-16676878,Office Supplies,Paper,Paper Item 56,248.32
964,CA-2015-219145,14/05/2015,15/05/2015,Standard Class,BB-86147,Customer BB-86147,Corporate,United States,Chicago,Illinois,22763,South,OFF-BI-43908832,Office Supplies,Binders,Binders Item 75,94.91
965,CA-2016-287383,02/07/2016,06/07/2016,Same Day,AA-79798,Customer AA-79798,Corporate,United States,Houston,California,59746,Central,FUR-BO-30876902,Furniture,Bookcases,Bookcases Item 40,272.12
966,CA-2016-349257,31/08/2016,03/09/2016,Same Day,DD-14913,Customer DD-14913,Corporate,United States,Philadelphia,New York,12142,West,FUR-TA-14171643,Furniture,Tables,Tables Item 93,611.3
967,CA-2017-964081,26/11/2017,27/11/2017,First Class,BB-46317,Customer BB-46317,Corporate,United States,New York City,Washington,54851,South,FUR-CH-50667224,Furniture,Chairs,Chairs Item 93,661.2
968,CA-2018-571177,31/10/2018,01/11/2018,First Class,CC-12971,Customer CC-12971,Home Office,United States,Los Angeles,Washington,42698,South,FUR-BO-52963226,Furniture,Bookcases,Bookcases Item 61,234.98
969,CA-2016-342004,27/06/2016,29/06/2016,Standard Class,BB-15044,Customer BB-15044,Corporate,United States,Philadelphia,New York,77419,South,FUR-TA-76449157,Furniture,Tables,Tables Item 52,344.32
970,CA-2018-138411,20/01/2018,24/01/2018,First Class,DD-17658,Customer DD-17658,Home Office,United States,Los Angeles,New York,93250,Central,TEC-PH-38084925,Technology,Phones,Phones Item 93,1349.96
971,CA-2018-115980,30/01/2018,01/02/2018,First Class,DD-26699,Customer DD-26699,Home Office,United States,New York City,Texas,41421,Central,OFF-AP-22053455,Office Supplies,Appliances,Appliances Item 38,37.1
972,CA-2017-452827,29/03/2017,30/03/2017,Same Day,DD-26028,Customer DD-26028,Home Office,United States,New York City,Illinois,25473,East,FUR-CH-46155069,Furniture,Chairs,Chairs Item 14,293.92
973,CA-2018-746372,02/10/2018,03/10/2018,Standard Class,DD-22665,Customer DD-22665,Home Office,United States,Houston,Pennsylvania,96521,West,FUR-FU-41847379,Furniture,Furnishings,Furnishings Item 40,1212.85
974,CA-2017-730717,18/03/2017,23/03/2017,First Class,AA-17083,Customer AA-17083,Consumer,United States,Chicago,Illinois,51900,Central,OFF-BI-83836836,Office Supplies,Binders,Binders Item 38,89.36
975,CA-2015-665533,05/01/2015,09/01/2015,First Class,CC-72323,Customer CC-72323,Corporate,United States,Philadelphia,California,84499,Central,FUR-CH-99056953,Furniture,Chairs,Chairs Item 67,309.36
976,CA-2017-677333,20/11/2017,25/11/2017,Second Class,AA-71309,Customer AA-71309,Corporate,United States,San Francisco,Texas,86471,Central,TEC-PH-42103002,Technology,Phones,Phones Item 97,682.61
977,CA-2018-263105,20/09/2018,21/09/2018,First Class,AA-16359,Customer AA-16359,Home Office,United States,Philadelphia,New York,11809,West,OFF-AP-50211782,Office Supplies,Appliances,Appliances Item 82,239.78
978,CA-2017-160245,10/07/2017,11/07/2017,Standard Class,AA-73360,Customer AA-73360,Corporate,United States,Houston,California,12345,South,TEC-MA-40758557,Technology,Machines,Machines Item 94,524.4
979,CA-2017-686948,29/04/2017,05/05/2017,Second Class,CC-89689,Customer CC-89689,Consumer,United States,Philadelphia,California,27063,Central,OFF-BI-50668231,Office Supplies,Binders,Binders Item 52,164.54
980,CA-2017-293757,05/12/2017,10/12/2017,First Class,BB-88701,Customer BB-88701,Corporate,United States,Chicago,Illinois,25217,East,TEC-MA-89116678,Technology,Machines,Machines Item 42,3493.59
981,CA-2016-352778,05/11/2016,07/11/2016,Same Day,DD-85734,Customer DD-85734,Corporate,United States,Seattle,New York,30384,South,TEC-AC-47423928,Technology,Accessories,Accessories Item 23,583.88
982,CA-2015-761565,12/03/2015,17/03/2015,Standard Class,BB-80835,Customer BB-80835,Home Office,United States,San Francisco,Illinois,86535,West,FUR-TA-93519981,Furniture,Tables,Tables Item 28,570.67
983,CA-2018-550107,28/04/2018,01/05/2018,Standard Class,DD-82135,Customer DD-82135,Corporate,United States,Seattle,New York,53564,South,FUR-TA-23502248,Furniture,Tables,Tables Item 49,268.57
984,CA-2015-522380,19/10/2015,23/10/2015,Standard Class,CC-20289,Customer CC-20289,Consumer,United States,San Francisco,Illinois,28819,South,OFF-AP-41465638,Office Supplies,Appliances,Appliances Item 80,64.59
985,CA-2016-930808,29/09/2016,30/09/2016,First Class,BB-24506,Customer BB-24506,Consumer,United States,Houston,Washington,88705,South,TEC-CO-44382619,Technology,Copiers,Copiers Item 82,381.01
986,CA-2015-868509,10/06/2015,13/06/2015,Second Class,AA-67666,Customer AA-67666,Consumer,United States,Chicago,Illinois,43612,South,OFF-PA-37310453,Office Supplies,Paper,Paper Item 36,134.16
987,CA-2015-730614,10/05/2015,16/05/2015,Same Day,AA-43370,Customer AA-43370,Home Office,United States,San Francisco,Washington,28826,South,OFF-AR-54384561,Office Supplies,Art,Art Item 68,139.75
988,CA-2018-981785,16/01/2018,18/01/2018,Standard Class,BB-91717,Customer BB-91717,Consumer,United States,Philadelphia,Illinois,73408,West,TEC-MA-54239821,Technology,Machines,Machines Item 86,2309.33
989,CA-2017-113424,03/07/2017,04/07/2017,Standard Class,DD-85782,Customer DD-85782,Home Office,United States,Philadelphia,Pennsylvania,48347,Central,FUR-TA-73776864,Furniture,Tables,Tables Item 84,487.18
990,CA-2018-103362,26/08/2018,31/08/2018,First Class,AA-83938,Customer AA-83938,Home Office,United States,San Francisco,Texas,74831,South,TEC-CO-27654784,Technology,Copiers,Copiers Item 75,307.96
991,CA-2017-881670,20/08/2017,25/08/2017,Standard Class,AA-89887,Customer AA-89887,Corporate,United States,Philadelphia,Illinois,64806,West,FUR-CH-28960718,Furniture,Chairs,Chairs Item 75,116.47
992,CA-2015-178733,07/11/2015,09/11/2015,Second Class,CC-64830,Customer CC-64830,Consumer,United States,Houston,Washington,12069,South,FUR-TA-63801236,Furniture,Tables,Tables Item 23,525.65
993,CA-2018-420408,27/01/2018,30/01/2018,First Class,CC-17762,Customer CC-17762,Consumer,United States,Chicago,New York,80824,Central,FUR-CH-87088486,Furniture,Chairs,Chairs Item 5,628.77
994,CA-2018-413534,24/03/2018,27/03/2018,Standard Class,AA-33224,Customer AA-33224,Home Office,United States,Chicago,Illinois,68422,South,TEC-AC-12373909,Technology,Accessories,Accessories Item 47,859.54
995,CA-2017-635610,01/05/2017,06/05/2017,Same Day,BB-64983,Customer BB-64983,Consumer,United States,Houston,Pennsylvania,97944,West,TEC-AC-84502310,Technology,Accessories,Accessories Item 73,1333.58
996,CA-2017-870608,02/03/2017,04/03/2017,Second Class,BB-55211,Customer BB-55211,Corporate,United States,Houston,Illinois,28767,West,TEC-PH-17356409,Technology,Phones,Phones Item 59,862.28
997,CA-2016-841202,17/05/2016,19/05/2016,First Class,AA-67809,Customer AA-67809,Corporate,United States,Chicago,New York,62610,West,OFF-LA-89169168,Office Supplies,Labels,Labels Item 27,19.39
998,CA-2016-212523,06/11/2016,08/11/2016,Second Class,AA-71277,Customer AA-71277,Consumer,United States,Seattle,Texas,83586,East,OFF-AP-86390942,Office Supplies,Appliances,Appliances Item 52,16.98
999,CA-2016-642116,04/02/2016,07/02/2016,Standard Class,AA-73579,Customer AA-73579,Home Office,United States,Chicago,Illinois,78833,East,TEC-AC-36206454,Technology,Accessories,Accessories Item 65,614.73
1000,CA-2018-771530,11/09/2018,16/09/2018,Standard Class,AA-34157,Customer AA-34157,Home Office,United States,Seattle,New York,85605,East,OFF-AR-73991322,Office Supplies,Art,Art Item 98,236.65
1001,CA-2015-125181,10/07/2015,13/07/2015,Standard Class,DD-78441,Customer DD-78441,Corporate,United States,New York City,New York,86877,West,OFF-PA-59581381,Office Supplies,Paper,Paper Item 23,56.36
1002,CA-2018-872503,10/07/2018,15/07/2018,Standard Class,CC-49295,Customer CC-49295,Consumer,United States,Chicago,Texas,31749,West,TEC-PH-20140632,Technology,Phones,Phones Item 19,1285.99
1003,CA-2016-691698,09/02/2016,12/02/2016,Same Day,CC-92289,Customer CC-92289,Corporate,United States,Philadelphia,Illinois,64782,West,OFF-AR-98603124,Office Supplies,Art,Art Item 44,101.47
1004,CA-2017-186498,03/12/2017,07/12/2017,Standard Class,DD-60232,Customer DD-60232,Home Office,United States,Chicago,California,88960,Central,OFF-AR-28368443,Office Supplies,Art,Art Item 82,65.03
1005,CA-2017-567906,12/02/2017,18/02/2017,First Class,DD-14993,Customer DD-14993,Corporate,United States,Philadelphia,Illinois,50461,South,OFF-PA-16534218,Office Supplies,Paper,Paper Item 23,105.37
1006,CA-2016-236601,01/12/2016,07/12/2016,First Class,BB-33409,Customer BB-33409,Corporate,United States,San Francisco,Washington,26441,South,FUR-TA-21348555,Furniture,Tables,Tables Item 93,99.14
1007,CA-2017-761740,25/08/2017,26/08/2017,Same Day,DD-23029,Customer DD-23029,Home Office,United States,Seattle,Illinois,34050,Central,OFF-BI-52632478,Office Supplies,Binders,Binders Item 14,32.43
1008,CA-2018-336083,12/08/2018,15/08/2018,Same Day,DD-70850,Customer DD-70850,Corporate,United States,Seattle,Washington,20433,South,TEC-CO-61463839,Technology,Copiers,Copiers Item 57,651.87
1009,CA-2017-978990,04/02/2017,07/02/2017,Standard Class,DD-13511,Customer DD-13511,Corporate,United States,Seattle,Pennsylvania,17524,West,OFF-AP-96916753,Office Supplies,Appliances,Appliances Item 78,104.03
1010,CA-2015-674789,10/12/2015,16/12/2015,Second Class,DD-20914,Customer DD-20914,Corporate,United States,Los Angeles,Illinois,24065,West,FUR-CH-82826234,Furniture,Chairs,Chairs Item 54,568.41
1011,CA-2018-242440,02/09/2018,08/09/2018,First Class,DD-20207,Customer DD-20207,Corporate,United States,Los Angeles,Washington,49426,South,FUR-BO-65986967,Furniture,Bookcases,Bookcases Item 91,208.43
1012,CA-2015-572918,08/11/2015,09/11/2015,Second Class,BB-49159,Customer BB-49159,Consumer,United States,San Francisco,Washington,43074,East,FUR-FU-71315297,Furniture,Furnishings,Furnishings Item 63,992.86
1013,CA-2016-151604,08/12/2016,13/12/2016,First Class,CC-84657,Customer CC-84657,Corporate,United States,Houston,Texas,90028,West,FUR-TA-59232935,Furniture,Tables,Tables Item 39,1063.94
1014,CA-2016-893210,11/01/2016,13/01/2016,Standard Class,AA-44296,Customer AA-44296,Home Office,United States,San Francisco,California,28137,East,FUR-TA-86404721,Furniture,Tables,Tables Item 64,1262.99
1015,CA-2017-872634,13/10/2017,17/10/2017,First Class,AA-33134,Customer AA-33134,Home Office,United States,Philadelphia,California,23019,Central,OFF-FA-20277258,Office Supplies,Fasteners,Fasteners Item 36,107.99
1016,CA-2018-133099,16/07/2018,20/07/2018,Second Class,AA-22207,Customer AA-22207,Consumer,United States,Seattle,New York,82417,East,OFF-AP-49984955,Office Supplies,Appliances,Appliances Item 52,651.87
1017,CA-2015-880641,17/12/2015,20/12/2015,Second Class,DD-47063,Customer DD-47063,Consumer,United States,Los Angeles,California,83036,East,OFF-PA-80533164,Office Supplies,Paper,Paper Item 91,69.69
1018,CA-2015-854795,04/12/2015,08/12/2015,Same Day,AA-49269,Customer AA-49269,Home Office,United States,Seattle,Pennsylvania,50125,West,OFF-AP-15912718,Office Supplies,Appliances,Appliances Item 55,34.93
1019,CA-2018-604890,23/08/2018,24/08/2018,Standard Class,CC-18827,Customer CC-18827,Consumer,United States,San Francisco,New York,37590,East,OFF-BI-79633684,Office Supplies,Binders,Binders Item 43,143.04
1020,CA-2018-151513,28/10/2018,30/10/2018,First Class,DD-53598,Customer DD-53598,Home Office,United States,San Francisco,California,98320,East,TEC-CO-99130076,Technology,Copiers,Copiers Item 8,2702.24
1021,CA-2018-501912,07/03/2018,13/03/2018,First Class,CC-74677,Customer CC-74677,Home Office,United States,Chicago,Illinois,74559,West,TEC-PH-41359735,Technology,Phones,Phones Item 82,543.72
1022,CA-2015-373853,30/07/2015,31/07/2015,First Class,BB-83060,Customer BB-83060,Consumer,United States,New York City,Pennsylvania,60886,West,OFF-LA-97353435,Office Supplies,Labels,Labels Item 47,61.35
1023,CA-2016-574104,31/03/2016,03/04/2016,Standard Class,DD-60288,Customer DD-60288,Consumer,United States,San Francisco,Pennsylvania,11335,West,FUR-CH-88495389,Furniture,Chairs,Chairs Item 52,614.78
1024,CA-2017-578307,16/09/2017,19/09/2017,Second Class,CC-78047,Customer CC-78047,Consumer,United States,New York City,Illinois,88788,West,OFF-FA-69411194,Office Supplies,Fasteners,Fasteners Item 37,79.6
1025,CA-2018-130225,22/02/2018,23/02/2018,First Class,BB-18714,Customer BB-18714,Corporate,United States,Los Angeles,Pennsylvania,13465,Central,TEC-AC-58468908,Technology,Accessories,Accessories Item 40,825.39
1026,CA-2017-784653,11/10/2017,15/10/2017,Same Day,AA-87854,Customer AA-87854,Corporate,United States,Chicago,Washington,45502,West,OFF-FA-52372853,Office Supplies,Fasteners,Fasteners Item 70,42.56
1027,CA-2018-257593,04/11/2018,09/11/2018,Second Class,BB-86209,Customer BB-86209,Corporate,United States,Seattle,Pennsylvania,29159,South,FUR-BO-49574695,Furniture,Bookcases,Bookcases Item 57,260.58
1028,CA-2016-268659,21/08/2016,27/08/2016,Second Class,DD-65990,Customer DD-65990,Consumer,United States,Chicago,New York,50591,West,TEC-AC-41612552,Technology,Accessories,Accessories Item 44,1370.3
1029,CA-2018-471412,29/08/2018,31/08/2018,Same Day,DD-87738,Customer DD-87738,Home Office,United States,Philadelphia,Texas,17113,South,OFF-PA-95406165,Office Supplies,Paper,Paper Item 97,161.52
1030,CA-2015-652083,15/08/2015,21/08/2015,First Class,BB-91721,Customer BB-91721,Home Office,United States,Seattle,Illinois,20136,East,FUR-CH-22445449,Furniture,Chairs,Chairs Item 83,1025.0
1031,CA-2015-546959,27/09/2015,01/10/2015,Standard Class,BB-20459,Customer BB-20459,Consumer,United States,Los Angeles,Washington,41346,South,OFF-PA-20415145,Office Supplies,Paper,Paper Item 93,34.76
1032,CA-2015-395597,07/07/2015,11/07/2015,Standard Class,AA-93140,Customer AA-93140,Home Office,United States,Los Angeles,California,10797,East,OFF-LA-62949509,Office Supplies,Labels,Labels Item 16,193.21
1033,CA-2018-177998,15/06/2018,16/06/2018,Standard Class,BB-30909,Customer BB-30909,Consumer,United States,Los Angeles,Illinois,63128,West,FUR-CH-15498653,Furniture,Chairs,Chairs Item 99,499.55
1034,CA-2016-299858,21/07/2016,22/07/2016,Same Day,BB-38258,Customer BB-38258,Corporate,United States,Houston,Texas,20175,West,TEC-MA-42684906,Technology,Machines,Machines Item 75,607.01
1035,CA-2015-195012,14/02/2015,20/02/2015,Second Class,CC-51759,Customer CC-51759,Home Office,United States,Houston,California,93169,Central,OFF-PA-77308031,Office Supplies,Paper,Paper Item 41,31.07
1036,CA-2017-560400,27/09/2017,03/10/2017,Same Day,CC-21075,Customer CC-21075,Consumer,United States,Houston,Pennsylvania,79852,East,FUR-CH-15976635,Furniture,Chairs,Chairs Item 98,156.17
1037,CA-2018-859679,17/08/2018,20/08/2018,Standard Class,DD-14870,Customer DD-14870,Home Office,United States,Chicago,New York,60285,South,FUR-BO-90237887,Furniture,Bookcases,Bookcases Item 49,363.27
1038,CA-2017-613728,01/01/2017,05/01/2017,Standard Class,AA-48616,Customer AA-48616,Home Office,United States,Philadelphia,Pennsylvania,24406,Central,OFF-LA-79255883,Office Supplies,Labels,Labels Item 32,59.89
1039,CA-2017-467745,26/01/2017,29/01/2017,First Class,AA-91209,Customer AA-91209,Corporate,United States,Seattle,New York,80726,Central,FUR-CH-65231400,Furniture,Chairs,Chairs Item 86,169.75
1040,CA-2016-526125,04/09/2016,05/09/2016,First Class,AA-45646,Customer AA-45646,Consumer,United States,Chicago,California,37447,Central,OFF-PA-10581761,Office Supplies,Paper,Paper Item 87,44.66
1041,CA-2015-882107,28/10/2015,02/11/2015,Same Day,DD-45386,Customer DD-45386,Corporate,United States,Los Angeles,Pennsylvania,68819,Central,OFF-BI-18582905,Office Supplies,Binders,Binders Item 8,75.37
1042,CA-2018-575769,17/06/2018,20/06/2018,Same Day,BB-53028,Customer BB-53028,Home Office,United States,Philadelphia,Illinois,75598,East,TEC-MA-76712805,Technology,Machines,Machines Item 14,598.98
1043,CA-2016-331593,10/10/2016,13/10/2016,Second Class,BB-50411,Customer BB-50411,Consumer,United States,Los Angeles,New York,24084,South,OFF-AR-31366543,Office Supplies,Art,Art Item 15,101.09
1044,CA-2018-876745,08/04/2018,12/04/2018,Same Day,AA-72913,Customer AA-72913,Corporate,United States,Houston,Pennsylvania,24846,West,FUR-BO-11525263,Furniture,Bookcases,Bookcases Item 55,457.9
1045,CA-2015-394189,12/03/2015,13/03/2015,Same Day,DD-20023,Customer DD-20023,Consumer,United States,Chicago,Texas,41948,South,OFF-FA-17258409,Office Supplies,Fasteners,Fasteners Item 16,16.93
1046,CA-2018-281793,08/10/2018,09/10/2018,Standard Class,AA-80343,Customer AA-80343,Consumer,United States,Chicago,New York,68378,East,TEC-PH-42480528,Technology,Phones,Phones Item 11,371.05
1047,CA-2016-614579,06/08/2016,12/08/2016,Second Class,DD-71005,Customer DD-71005,Consumer,United States,Los Angeles,Washington,69458,Central,FUR-CH-67188044,Furniture,Chairs,Chairs Item 97,664.93
1048,CA-2017-983201,14/05/2017,15/05/2017,Second Class,DD-27047,Customer DD-27047,Home Office,United States,Seattle,Texas,70119,Central,TEC-CO-40042830,Technology,Copiers,Copiers Item 5,855.71
1049,CA-2017-801968,22/07/2017,26/07/2017,Same Day,DD-16333,Customer DD-16333,Corporate,United States,Houston,Washington,83981,West,TEC-PH-51466721,Technology,Phones,Phones Item 83,2068.37
1050,CA-2016-823025,12/03/2016,18/03/2016,Same Day,BB-61845,Customer BB-61845,Corporate,United States,Los Angeles,New York,39103,West,FUR-FU-26902223,Furniture,Furnishings,Furnishings Item 52,679.34
1051,CA-2018-179444,27/06/2018,02/07/2018,Same Day,CC-59861,Customer CC-59861,Consumer,United States,Seattle,Illinois,42038,South,OFF-PA-29599247,Office Supplies,Paper,Paper Item 11,75.45
1052,CA-2016-493653,02/11/2016,05/11/2016,Standard Class,CC-29370,Customer CC-29370,Consumer,United States,Seattle,Illinois,41065,South,TEC-MA-77474829,Technology,Machines,Machines Item 7,1314.02
1053,CA-2018-108447,27/03/2018,02/04/2018,First Class,BB-91083,Customer BB-91083,Home Office,United States,Philadelphia,Washington,41298,South,TEC-AC-18168138,Technology,Accessories,Accessories Item 31,834.73
